m F
0.54576935 -0.94084078
0.73678862 -0.82949275
0.99466463 -0.69381302
1.3427973 -0.53703602
1.8127763 -0.37122171
2.447248 -0.21446122
3.3037848 -0.074497136
4.4601095 -0.00072161226
6.0211478 -0.082772284
8.1285495 -0.49565439
10.973542 -1.526963
14.814281 -3.65712
19.99928 -7.6960286
26.999028 -14.980368
36.448688 -27.696692
