x y
6.5070693 6.5070693
6.5070693 6.5842691
6.5842691 6.5842691
6.5842691 6.6796058
6.6796058 6.6796058
6.6796058 6.7978862
6.7978862 6.7978862
6.7978862 6.9454638
6.9454638 6.9454638
6.9454638 7.1308762
7.1308762 7.1308762
7.1308762 7.3658163
7.3658163 7.3658163
7.3658163 7.6666604
7.6666604 7.6666604
7.6666604 8.0569461
8.0569461 8.0569461
