t x y z hx hy rx ry rz dx dy rzrel acc
7.25 0 0 -0.0045528133 1 0 1.2 3.4593664e-18 1.3929742 1.2 3.4593664e-18 -0.0045527873 0.012265442
7.3 0 0 -0.0049441242 1 0 1.2 3.4593664e-18 1.3925829 1.2 3.4593664e-18 -0.0049440982 0.013284323
7.35 0 0 -0.0053686625 1 0 1.2 3.4593664e-18 1.3921584 1.2 3.4593664e-18 -0.0053686365 0.014383449
7.4 0 0 -0.0058291774 1 0 1.2 3.4593664e-18 1.3916979 1.2 3.4593664e-18 -0.0058291514 0.01556835
7.45 0 0 -0.0063286322 1 0 1.2 3.4593664e-18 1.3911984 1.2 3.4593664e-18 -0.0063286062 0.016844795
7.5 0 0 -0.0068702192 1 0 1.2 3.4593664e-18 1.3906568 1.2 3.4593664e-18 -0.0068701932 0.01821877
7.55 0 0 -0.0074573748 1 0 1.2 3.4593664e-18 1.3900697 1.2 3.4593664e-18 -0.0074573488 0.019696452
7.6 0 0 -0.0080937945 1 0 1.2 3.4593664e-18 1.3894333 1.2 3.4593664e-18 -0.0080937685 0.021284174
7.65 0 0 -0.0087834488 1 0 1.2 3.4593664e-18 1.3887436 1.2 3.4593664e-18 -0.0087834228 0.022988379
7.7 0 0 -0.0095305997 1 0 1.2 3.4593664e-18 1.3879965 1.2 3.4593664e-18 -0.0095305737 0.024815562
7.75 0 0 -0.010339816 1 0 1.2 3.4593664e-18 1.3871872 1.2 3.4593664e-18 -0.01033979 0.026772197
7.8 0 0 -0.011215992 1 0 1.2 3.4593664e-18 1.3863111 1.2 3.4593664e-18 -0.011215966 0.028864646
7.85 0 0 -0.012164359 1 0 1.2 3.4593664e-18 1.3853627 1.2 3.4593664e-18 -0.012164333 0.031099057
7.9 0 0 -0.013190504 1 0 1.2 3.4593664e-18 1.3843366 1.2 3.4593664e-18 -0.013190478 0.033481231
7.95 0 0 -0.014300384 1 0 1.2 3.4593664e-18 1.3832267 1.2 3.4593664e-18 -0.014300358 0.03601647
8 0 0 -0.015500338 1 0 1.2 3.4593664e-18 1.3820267 1.2 3.4593664e-18 -0.015500312 0.038709403
8.05 0 0 -0.016797099 1 0 1.2 3.4593664e-18 1.38073 1.2 3.4593664e-18 -0.016797073 0.041563771
8.1 0 0 -0.018197804 1 0 1.2 3.4593664e-18 1.3793293 1.2 3.4593664e-18 -0.018197778 0.0445822
8.15 0 0 -0.019709999 1 0 1.2 3.4593664e-18 1.3778171 1.2 3.4593664e-18 -0.019709973 0.047765923
8.2 0 0 -0.021341643 1 0 1.2 3.4593664e-18 1.3761854 1.2 3.4593664e-18 -0.021341617 0.051114474
8.25 0 0 -0.023101107 1 0 1.2 3.4593664e-18 1.374426 1.2 3.4593664e-18 -0.023101081 0.054625354
8.3 0 0 -0.024997167 1 0 1.2 3.4593664e-18 1.3725299 1.2 3.4593664e-18 -0.024997141 0.058293653
8.35 0 0 -0.027038993 1 0 1.2 3.4593664e-18 1.3704881 1.2 3.4593664e-18 -0.027038967 0.06211164
8.4 0 0 -0.029236126 1 0 1.2 3.4593664e-18 1.3682909 1.2 3.4593664e-18 -0.0292361 0.066068328
8.45 0 0 -0.031598456 1 0 1.2 3.4593664e-18 1.3659286 1.2 3.4593664e-18 -0.03159843 0.070149014
8.5 0 0 -0.034136181 1 0 1.2 3.4593664e-18 1.3633909 1.2 3.4593664e-18 -0.034136155 0.074334797
8.55 0 0 -0.03685976 1 0 1.2 3.4593664e-18 1.3606673 1.2 3.4593664e-18 -0.036859734 0.078602103
8.6 0 0 -0.039779855 1 0 1.2 3.4593664e-18 1.3577472 1.2 3.4593664e-18 -0.039779829 0.08292221
8.65 0 0 -0.042907259 1 0 1.2 3.4593664e-18 1.3546198 1.2 3.4593664e-18 -0.042907233 0.087260808
8.7 0 0 -0.046252811 1 0 1.2 3.4593664e-18 1.3512742 1.2 3.4593664e-18 -0.046252785 0.091577614
8.75 0 0 -0.049827293 1 0 1.2 3.4593664e-18 1.3476998 1.2 3.4593664e-18 -0.049827267 0.095826064
8.8 0 0 -0.053641315 1 0 1.2 3.4593664e-18 1.3438857 1.2 3.4593664e-18 -0.053641289 0.09995312
8.85 0 0 -0.057705182 1 0 1.2 3.4593664e-18 1.3398219 1.2 3.4593664e-18 -0.057705156 0.10389923
8.9 0 0 -0.062028746 1 0 1.2 3.4593664e-18 1.3354983 1.2 3.4593664e-18 -0.06202872 0.10759844
8.95 0 0 -0.066621239 1 0 1.2 3.4593664e-18 1.3309058 1.2 3.4593664e-18 -0.066621213 0.11097882
9 0 0 -0.071491097 1 0 1.2 3.4593664e-18 1.326036 1.2 3.4593664e-18 -0.071491071 0.11396304
9.05 0 0 -0.076645763 1 0 1.2 3.4593664e-18 1.3208813 1.2 3.4593664e-18 -0.076645737 0.11646933
9.1 0 0 -0.082091486 1 0 1.2 3.4593664e-18 1.3154356 1.2 3.4593664e-18 -0.08209146 0.11841274
9.15 0 0 -0.087833105 1 0 1.2 3.4593664e-18 1.309694 1.2 3.4593664e-18 -0.087833079 0.11970676
9.2 0 0 -0.093873837 1 0 1.2 3.4593664e-18 1.3036532 1.2 3.4593664e-18 -0.093873811 0.12026525
9.25 0 0 -0.10021506 1 0 1.2 3.4593664e-18 1.297312 1.2 3.4593664e-18 -0.10021504 0.1200048
9.3 0 0 -0.10685611 1 0 1.2 3.4593664e-18 1.2906709 1.2 3.4593664e-18 -0.10685609 0.11884728
9.35 0 0 -0.11379408 1 0 1.2 3.4593664e-18 1.283733 1.2 3.4593664e-18 -0.11379405 0.11672269
9.4 0 0 -0.12102364 1 0 1.2 3.4593664e-18 1.2765034 1.2 3.4593664e-18 -0.12102361 0.11357215
9.45 0 0 -0.12853691 1 0 1.2 3.4593664e-18 1.2689902 1.2 3.4593664e-18 -0.12853688 0.10935093
9.5 0 0 -0.13632332 1 0 1.2 3.4593664e-18 1.2612037 1.2 3.4593664e-18 -0.1363233 0.10403132
9.55 0 0 -0.14436959 1 0 1.2 3.4593664e-18 1.2531575 1.2 3.4593664e-18 -0.14436956 0.097605318
9.6 0 0 -0.15265963 1 0 1.2 3.4593664e-18 1.2448674 1.2 3.4593664e-18 -0.15265961 0.090086785
9.65 0 0 -0.16117468 1 0 1.2 3.4593664e-18 1.2363524 1.2 3.4593664e-18 -0.16117465 0.081513093
9.7 0 0 -0.1698933 1 0 1.2 3.4593664e-18 1.2276338 1.2 3.4593664e-18 -0.16989327 0.071945963
9.75 0 0 -0.1787916 1 0 1.2 3.4593664e-18 1.2187355 1.2 3.4593664e-18 -0.17879157 0.061471453
9.8 0 0 -0.18784341 1 0 1.2 3.4593664e-18 1.2096837 1.2 3.4593664e-18 -0.18784338 0.050198981
9.85 0 0 -0.19702057 1 0 1.2 3.4593664e-18 1.2005065 1.2 3.4593664e-18 -0.19702055 0.038259373
9.9 0 0 -0.20629328 1 0 1.2 3.4593664e-18 1.1912338 1.2 3.4593664e-18 -0.20629326 0.025801945
9.95 0 0 -0.21563042 1 0 1.2 3.4593664e-18 1.1818966 1.2 3.4593664e-18 -0.2156304 0.012990731
10 0 0 -0.225 1 0 1.2 3.4593664e-18 1.1725271 1.2 3.4593664e-18 -0.22499997 0.001
10.05 0 0 -0.23436958 1 0 1.2 3.4593664e-18 1.1631575 1.2 3.4593664e-18 -0.23436955 0.012990731
10.1 0 0 -0.24370672 1 0 1.2 3.4593664e-18 1.1538203 1.2 3.4593664e-18 -0.24370669 0.025801945
10.15 0 0 -0.25297943 1 0 1.2 3.4593664e-18 1.1445476 1.2 3.4593664e-18 -0.2529794 0.038259373
