t hx hy rawx rawy govx govy vehx vehy draw dgov dveh elag clear
6.92 -0.71115256 0 0.48867522 0.020329824 -0.28493155 1.1760992 -0.32274098 1.1498957 1.2043673 1.2557207 1.2190623 1.3908442 0.61459694
6.96 -0.66902714 0 0.53083054 0.018480861 -0.18949379 1.1462678 -0.22354408 1.1262505 1.2043673 1.2474396 1.2166275 1.3402979 0.61791001
7 -0.62615843 0 0.57372259 0.016898285 -0.094631493 1.1146548 -0.12341356 1.1007151 1.2043673 1.239947 1.2157001 1.2887428 0.6223142
7.04 -0.58259404 0 0.61730529 0.015543295 -0.00039514557 1.0812224 -0.022866175 1.073103 1.2043673 1.2331913 1.216034 1.2363208 0.62761938
7.08 -0.5383824 0 0.6615314 0.014383611 0.093156559 1.0459192 0.07764534 1.0432806 1.2043673 1.2271193 1.2174038 1.1831413 0.63391008
7.12 -0.4935726 0 0.70635266 0.013392386 0.18595568 1.0086818 0.17774512 1.0111294 1.2043673 1.2216771 1.2195926 1.1292501 0.64130979
7.16 -0.44821445 0 0.75171996 0.012547305 0.27792376 0.9694356 0.2771164 0.97652456 1.2043673 1.216812 1.2223837 1.0746279 0.64985266
7.2 -0.40235832 0 0.79758337 0.011829848 0.36897029 0.92809482 0.37547571 0.93933022 1.2043673 1.212473 1.2255601 1.0192024 0.65944927
7.24 -0.35605517 0 0.84389234 0.011224692 0.45899086 0.88456326 0.47255224 0.89940368 1.2043673 1.2086117 1.2289079 0.96286413 0.6699116
7.28 -0.30935644 0 0.89059569 0.01071922 0.54786495 0.83873448 0.56807635 0.85660264 1.2043673 1.2051826 1.2322237 0.90547929 0.68100345
7.32 -0.26231401 0 0.93764176 0.010303123 0.63537869 0.79057536 0.6617758 0.81079393 1.2043673 1.2021425 1.2353241 0.84689989 0.69248974
7.36 -0.21498014 0 0.98497845 0.0099680846 0.7209441 0.74051786 0.75334242 0.7618999 1.2043673 1.1994476 1.2380544 0.78701945 0.70395802
7.4 -0.16740744 0 1.0325533 0.0097075233 0.80389846 0.68930895 0.8423216 0.71003306 1.2043673 1.1970566 1.2402587 0.7259285 0.71446373
7.44 -0.11964874 0 1.0803135 0.0095163953 0.88371506 0.63781998 0.92807477 0.65563809 1.2043673 1.194933 1.2417664 0.66404577 0.72274833
7.48 -0.071757112 0 1.1282061 0.0093910438 0.96008015 0.58691094 1.0098597 0.59953047 1.2043673 1.1930455 1.242389 0.60212029 0.72774276
7.52 -0.023785761 0 1.176178 0.0093290904 1.032897 0.53733498 1.0869812 0.5428215 1.2043673 1.1913681 1.2419359 0.54112316 0.72899818
7.56 0.024212017 0 1.2241758 0.0093293659 1.1022728 0.48972109 1.1589452 0.48676311 1.2043673 1.1899161 1.2402491 0.48208449 0.72653872
7.6 0.072182894 0 1.2721461 0.0093918754 1.1685295 0.44459779 1.2255682 0.43258051 1.2043673 1.1888168 1.2372537 0.42594785 0.72050261
7.64 0.12007358 0 1.3200358 0.0095177989 1.2319986 0.40233675 1.2870157 0.38135061 1.2043673 1.1881354 1.2330066 0.37349161 0.71251638
7.68 0.16783085 0 1.3677916 0.0097095255 1.2929831 0.36315211 1.3437334 0.33393448 1.2043673 1.1878672 1.2276785 0.3253113 0.70456209
7.72 0.21540167 0 1.4153602 0.0099707239 1.3517816 0.32709361 1.3963367 0.29094436 1.2043673 1.1879823 1.2215057 0.28182212 0.69784866
7.76 0.26273318 0 1.4626889 0.010306451 1.4086452 0.29412594 1.4455097 0.25273152 1.2043673 1.1884256 1.2147458 0.24326183 0.69266469
7.8 0.30977278 0 1.5097249 0.010723302 1.4637786 0.26415961 1.4919247 0.21940449 1.2043673 1.1891301 1.2076461 0.20970756 0.68867836
7.84 0.35646823 0 1.5564157 0.011229611 1.5173476 0.23706867 1.5361872 0.1908743 1.2043673 1.1900276 1.200425 0.18110748 0.68536882
7.88 0.40276764 0 1.6027093 0.011835706 1.5694849 0.21270453 1.5788114 0.16691077 1.2043673 1.191055 1.1932677 0.15731377 0.68230724
7.92 0.44861956 0 1.6485539 0.012554224 1.6202954 0.19090661 1.6202173 0.147195 1.2043673 1.1921577 1.1863313 0.13810134 0.67925104
7.96 0.49397307 0 1.6938982 0.013400517 1.6698605 0.17151053 1.660742 0.13136 1.2043673 1.1932905 1.1797529 0.12316354 0.6761301
8 0.53877777 0 1.7386915 0.014393133 1.7182419 0.15435439 1.7006532 0.11901808 1.2043673 1.194418 1.1736572 0.11209043 0.67299722
8.04 0.58298389 0 1.7828831 0.015554426 1.7654845 0.13928356 1.7401624 0.10977792 1.2043673 1.1955136 1.1681597 0.10435209 0.66997799
8.08 0.6265423 0 1.8264231 0.016911287 1.8116194 0.12615439 1.7794341 0.10325495 1.2043673 1.1965583 1.1633666 0.09931456 0.66723118
8.12 0.66940462 0 1.8692621 0.018496047 1.8566657 0.11483706 1.8185914 0.099078613 1.2043673 1.1975396 1.1593717 0.096296166 0.66492065
8.16 0.71152323 0 1.9113507 0.020347572 1.9006323 0.10521802 1.8577189 0.096898189 1.2043673 1.1984499 1.1562522 0.094641219 0.66319689
8.2 0.75285132 0 1.9526401 0.022512603 1.9435199 0.097201912 1.8968647 0.096388494 1.2043673 1.1992859 1.154064 0.093778212 0.66218571
8.24 0.793343 0 1.9930816 0.025047377 1.9853217 0.090713547 1.9360421 0.097255576 1.2043673 1.2000475 1.152839 0.093245978 0.6619817
8.28 0.83295326 0 2.0326261 0.028019603 2.0260244 0.085699788 1.9752314 0.099242378 1.2043673 1.2007364 1.1525833 0.092692266 0.66264482
8.32 0.87163811 0 2.0712243 0.03151085 2.0656089 0.082131683 2.0143824 0.10213415 1.2043673 1.2013563 1.1532779 0.091857684 0.66419902
8.36 0.90935455 0 2.1088258 0.035619435 2.1040505 0.080006924 2.0534177 0.10576351 1.2043673 1.2019117 1.15488 0.090555774 0.66663246
8.4 0.9460607 0 2.1453783 0.040463897 2.1413188 0.079352784 2.0922355 0.11001505 1.2043673 1.2024077 1.1573262 0.088654923 0.6698991
8.44 0.98171577 0 2.1808266 0.046187152 2.1773774 0.080229675 2.130713 0.11482968 1.2043673 1.2028496 1.160536 0.086063944 0.67392142
8.48 1.0162801 0 2.2151109 0.052961432 2.2121823 0.08273546 2.1687094 0.12020882 1.2043673 1.2032431 1.1644157 0.082721244 0.6785942
8.52 1.0497154 0 2.2481643 0.0609941 2.2456803 0.087010624 2.2060679 0.12621878 1.2043673 1.2035935 1.1688621 0.078586863 0.6837891
8.56 1.0819845 0 2.2799097 0.070534399 2.277806 0.093244396 2.2426176 0.13299551 1.2043673 1.2039059 1.1737663 0.073636688 0.68936004
8.6 1.1130514 0 2.3102546 0.081881144 2.308477 0.10168183 2.2781735 0.14075001 1.2043673 1.2041852 1.1790168 0.067858475 0.6951496
8.64 1.1428817 0 2.3390843 0.095391248 2.3375875 0.11263175 2.3125352 0.14977468 1.2043673 1.2044359 1.1845027 0.061249936 0.7009967
8.68 1.1714423 0 2.366252 0.11148879 2.3649987 0.12647534 2.3454838 0.16045061 1.2043673 1.2046624 1.1901165 0.053820347 0.706746
8.72 1.1987014 0 2.3915653 0.13067398 2.390543 0.14364268 2.3767753 0.17325512 1.2043673 1.2048821 1.1957572 0.045599894 0.71225766
8.76 1.2246287 0 2.4147666 0.15353097 2.4141691 0.16431739 2.4061461 0.18874247 1.2043673 1.2052437 1.2013488 0.036648181 0.71743864
8.8 1.2491955 0 2.4355073 0.1807325 2.4358828 0.18850529 2.4333511 0.20744601 1.2043673 1.2059656 1.2068756 0.027065992 0.72238646
8.84 1.2723744 0 2.4533124 0.2130384 2.4556538 0.21618969 2.4582002 0.22977633 1.2043673 1.2072562 1.2124077 0.017572791 0.72741102
8.88 1.2941397 0 2.467535 0.25128333 2.4734147 0.24733207 2.4805592 0.25598738 1.2043673 1.2093098 1.2180945 0.013862655 0.73293775
8.92 1.3144671 0 2.4772993 0.29634684 2.4890617 0.28186974 2.5003281 0.28619238 1.2043673 1.2123033 1.2241381 0.025180317 0.73936913
8.96 1.3333342 0 2.4814333 0.34909682 2.5024565 0.3197122 2.5174124 0.32039661 1.2043673 1.2163915 1.2307631 0.046069965 0.74703567
9 1.35072 0 2.4783983 0.4102946 2.5134282 0.36073579 2.5316983 0.35852853 1.2043673 1.2217022 1.2381883 0.074369194 0.75621382
9.04 1.3666051 0 2.4662268 0.48044986 2.5217769 0.40477703 2.5430369 0.40045985 1.2043673 1.2283291 1.2466061 0.11097495 0.76714892
9.08 1.3809718 0 2.4424943 0.55961595 2.5272787 0.45162478 2.5512372 0.44601219 1.2043673 1.2363255 1.256168 0.15733835 0.78007006
9.12 1.3938043 0 2.4043617 0.64712735 2.5296941 0.5010121 2.5560681 0.49495313 1.2043673 1.245699 1.2669739 0.21494885 0.79519195
9.16 1.4050883 0 2.3487362 0.74130195 2.52878 0.55260906 2.5572673 0.54698596 1.2043673 1.2564069 1.2790652 0.2850973 0.81270286
9.2 1.4148112 0 2.2725993 0.839166 2.5243054 0.60601829 2.5545553 0.60173717 1.2043673 1.2683554 1.2924184 0.36866229 0.83273969
9.24 1.4229623 0 2.1735231 0.93630042 2.516071 0.66077534 2.5476548 0.65874554 1.2043673 1.2814025 1.3069408 0.46588968 0.85535145
9.28 1.4295324 0 2.0503379 1.0269374 2.5039291 0.71635601 2.5363141 0.71745567 1.2043673 1.2953639 1.3224704 0.57618879 0.88045015
9.32 1.4345143 0 1.9038207 1.1044236 2.4878025 0.77219191 2.5203635 0.77721392 1.2043673 1.3100236 1.3388058 0.69801831 0.89804999
9.36 1.4379024 0 1.7371833 1.1620804 2.4676973 0.82769383 2.4997025 0.83729279 1.2043673 1.325146 1.3556762 0.82882705 0.91421183
9.4 1.439693 0 1.5561156 1.1943391 2.4437056 0.88228039 2.4742914 0.89691094 1.2043673 1.3404886 1.3727233 0.96516008 0.93051759
9.44 1.4398841 0 1.3682312 1.1978589 2.4159964 0.93540795 2.4442122 0.95525766 1.2043673 1.3558117 1.3895637 1.102999 0.94618749
9.48 1.4384755 0 1.1819732 1.1722656 2.3847947 0.98659638 2.409684 1.0115402 1.2043673 1.3708856 1.4058224 1.2381906 0.96041536
9.52 1.4354688 0 1.0052716 1.1202368 2.3503525 1.0354466 2.3710462 1.0650317 1.2043673 1.3854927 1.4211505 1.3668914 0.97254361
9.56 1.4308672 0 0.84435608 1.0469024 2.3129167 1.081648 2.3287261 1.1151106 1.2043673 1.3994266 1.4352352 1.4859367 0.98216716
9.6 1.4246759 0 0.70305786 0.95878436 2.2727009 1.1249754 2.283197 1.1612882 1.2043673 1.4124908 1.447808 1.5930623 0.98914466
9.64 1.4169018 0 0.58271781 0.86263384 2.2298671 1.1652793 2.234932 1.2032216 1.2043673 1.4244986 1.4586471 1.6869538 0.99352348
9.68 1.4075534 0 0.48258938 0.76448773 2.18452 1.2024718 2.1843596 1.2407125 1.2043673 1.4352759 1.4675772 1.7671496 0.99542131
9.72 1.3966413 0 0.40050171 0.66910826 2.1367131 1.2365101 2.1318304 1.2736933 1.2043673 1.4446657 1.4744656 1.833858 0.99492438
9.76 1.3841775 0 0.33354769 0.57980767 2.0864631 1.267381 2.077598 1.3022039 1.2043673 1.4525321 1.4792193 1.8877478 0.99204654
9.8 1.3701759 0 0.27864319 0.49855424 2.033767 1.2950872 2.0218179 1.3263649 1.2043673 1.4587627 1.4817818 1.9297581 0.98675478
9.84 1.354652 0 0.23289939 0.4262289 1.9786154 1.3196357 1.9645607 1.3463517 1.2043673 1.4632663 1.4821319 1.9609516 0.97903069
9.88 1.3376231 0 0.19381976 0.36292424 1.9210021 1.3410314 1.9058337 1.3623701 1.2043673 1.4659711 1.4802812 1.9824117 0.9689263
9.92 1.319108 0 0.15936614 0.30821868 1.8609286 1.3592732 1.845604 1.3746389 1.2043673 1.466821 1.4762717 1.9951796 0.95658724
9.96 1.2991274 0 0.1279433 0.26139569 1.7984054 1.3743529 1.7838186 1.3833761 1.2043673 1.4657732 1.4701712 2.000218 0.94224077
10 1.2777035 0 0.098342534 0.22160252 1.7334516 1.3862558 1.7204175 1.3887895 1.2043673 1.4627968 1.462068 1.9983936 0.92616248
10.04 1.2548601 0 0.069671233 0.18795602 1.6660938 1.3949617 1.6553408 1.3910711 1.2043673 1.4578721 1.4520652 1.9904698 0.908639
10.08 1.2306224 0 0.041284157 0.15960726 1.596365 1.4004461 1.5885306 1.3903927 1.2043673 1.4509907 1.4402746 1.977106 0.88993846
10.12 1.2050176 0 0.012723716 0.13577688 1.524303 1.4026816 1.5199302 1.3869033 1.2043673 1.4421559 1.4268119 1.9588605 0.87029327
10.16 1.1780739 0 -0.016328471 0.11577089 1.4499501 1.4016381 1.4494816 1.3807265 1.2043673 1.4313835 1.411793 1.9361959 0.84989409
10.2 1.1498214 0 -0.046089141 0.09898423 1.3733524 1.3972841 1.3771251 1.371959 1.2043673 1.4187037 1.3953318 1.9094863 0.82889152
10.24 1.1202915 0 -0.076701598 0.084897261 1.2945841 1.389753 1.3028034 1.3606772 1.2043673 1.4043303 1.377551 1.8790346 0.80632034
10.28 1.0895169 0 -0.10825646 0.073068511 1.2137765 1.3796349 1.2264796 1.3470068 1.2043673 1.388956 1.3586553 1.845142 0.77934381
10.32 1.0575318 0 -0.14080666 0.063125857 1.1310238 1.3674343 1.1481423 1.3312444 1.2043673 1.3731994 1.3390447 1.8082066 0.74890378
10.36 1.0243718 0 -0.1743782 0.054757405 1.0463831 1.3534804 1.0677896 1.3138676 1.2043673 1.3575164 1.3193259 1.7687356 0.71829
10.4 0.99007375 0 -0.20897773 0.047702805 0.95989206 1.3379615 0.98539971 1.2954262 1.2043673 1.3422351 1.3002008 1.7272602 0.69045477
10.44 0.95467569 0 -0.24459798 0.041745336 0.87158251 1.3209526 0.9009219 1.2764126 1.2043673 1.3275839 1.2823394 1.6842471 0.66685373
10.48 0.91821698 0 -0.28122153 0.036704938 0.7814919 1.3024388 0.81428917 1.2571654 1.2043673 1.3137139 1.2662825 1.6400401 0.64774972
10.52 0.88073812 0 -0.31882353 0.032432171 0.68967206 1.2823346 0.72544067 1.2378223 1.2043673 1.3007172 1.2523921 1.5948399 0.63296911
10.56 0.84228076 0 -0.35737352 0.028803078 0.59619668 1.2605008 0.63434622 1.2183204 1.2043673 1.2886409 1.2408452 1.5487156 0.62234612
10.6 0.80288761 0 -0.39683683 0.025714852 0.50116756 1.236758 0.54102629 1.198428 1.2043673 1.2774988 1.231659 1.5016344 0.61575916
10.64 0.76260245 0 -0.43717553 0.023082205 0.40488448 1.2109481 0.44556606 1.1777942 1.2043673 1.2672788 1.2247318 1.4534993 0.6130361
10.68 0.72147003 0 -0.47834909 0.020834351 0.30878762 1.1833119 0.34820161 1.1560283 1.2043673 1.2579443 1.2199148 1.4042561 0.61370719
10.72 0.67953606 0 -0.5203149 0.018912507 0.21321338 1.1539204 0.24930007 1.1327406 1.2043673 1.2494559 1.2169461 1.3538943 0.61646473
10.76 0.63684711 0 -0.56302864 0.017267822 0.11820307 1.122755 0.14935995 1.1076296 1.2043673 1.2417684 1.2155485 1.302508 0.62043402
10.8 0.59345062 0 -0.60644457 0.015859681 0.02380525 1.0897812 0.048902796 1.0804925 1.2043673 1.2348314 1.2154711 1.2502387 0.62532815
10.84 0.5493948 0 -0.65051572 0.0146543 -0.06992353 1.054951 -0.051605415 1.051188 1.2043673 1.2285915 1.2164859 1.1972054 0.63119359
10.88 0.5047286 0 -0.69519406 0.013623577 -0.16291775 1.0182039 -0.15177646 1.0195964 1.2043673 1.2229951 1.2183753 1.1434672 0.63815797
10.92 0.45950164 0 -0.74043068 0.012744146 -0.25510171 0.97946783 -0.25128611 0.98559458 1.2043673 1.217989 1.2209234 1.0890164 0.64627912
10.96 0.41376417 0 -0.78617586 0.011996609 -0.34638809 0.93865987 -0.3498485 0.94904809 1.2043673 1.2135217 1.2239129 1.0337896 0.65549344
11 0.36756701 0 -0.83237917 0.011364901 -0.43667613 0.89568637 -0.44719368 0.90981432 1.2043673 1.2095442 1.2271289 0.97768327 0.66563061
11.04 0.32096148 0 -0.8789896 0.010835773 -0.52584957 0.85044335 -0.54305429 0.86774945 1.2043673 1.20601 1.2303646 0.92056729 0.67646059
11.08 0.27399935 0 -0.92595559 0.010398378 -0.6137444 0.80284921 -0.63716063 0.82271561 1.2043673 1.2028758 1.2334303 0.86229419 0.68774681
11.12 0.22673281 0 -0.97322515 0.010043932 -0.69986264 0.75320501 -0.72922375 0.77461137 1.2043673 1.2000977 1.2361664 0.80273476 0.69916486
11.16 0.17921437 0 -1.0207459 0.0097654435 -0.78352748 0.7022054 -0.81883604 0.72348513 1.2043673 1.1976336 1.2384203 0.74191303 0.70990701
11.2 0.13149682 0 -1.0684651 0.0095575038 -0.86416844 0.65070331 -0.90540304 0.66968918 1.2043673 1.1954456 1.2400275 0.68015982 0.71875756
11.24 0.083633174 0 -1.1163299 0.0094161238 -0.94141509 0.59957306 -0.98819747 0.61394789 1.2043673 1.1935011 1.240805 0.61814823 0.72455912
11.28 0.035676613 0 -1.164287 0.0093386167 -1.0151194 0.54959986 -1.066498 0.5573096 1.2043673 1.1917729 1.2405616 0.55680901 0.72668906
11.32 -0.012319586 0 -1.2122834 0.0093235179 -1.0853323 0.50143952 -1.1397488 0.50100629 1.2043673 1.190254 1.2391291 0.49717456 0.72514696
11.36 -0.060302098 0 -1.2602655 0.009370543 -1.152337 0.455651 -1.2076812 0.44628227 1.2043673 1.1890558 1.2364063 0.44022237 0.71990206
11.4 -0.10821761 0 -1.3081802 0.009480579 -1.2164756 0.41264538 -1.2703762 0.39425885 1.2043673 1.1882682 1.2324167 0.38677774 0.71222359
11.44 -0.1560129 0 -1.3559741 0.0096557101 -1.2780528 0.37268016 -1.3282192 0.34585412 1.2043673 1.1878979 1.2273067 0.33748366 0.70414543
11.48 -0.20363485 0 -1.403594 0.0098992796 -1.3373727 0.33583895 -1.3817935 0.30174314 1.2043673 1.1879211 1.2213012 0.29280141 0.69710382
11.52 -0.25103056 0 -1.4509871 0.010215988 -1.3946993 0.30210338 -1.4317752 0.26233995 1.2043673 1.1882881 1.2146563 0.25301238 0.69160174
11.56 -0.29814738 0 -1.4981005 0.010612033 -1.4502483 0.27139566 -1.4788462 0.22780836 1.2043673 1.1889335 1.2076246 0.2182309 0.68741887
11.6 -0.34493295 0 -1.5448817 0.011095296 -1.5041945 0.24359755 -1.523632 0.19810245 1.2043673 1.1897888 1.2004324 0.18843336 0.68404621
11.64 -0.3913353 0 -1.5912785 0.011675583 -1.5566785 0.21856502 -1.5666697 0.17302171 1.2043673 1.190789 1.1932725 0.16349191 0.68101682
11.68 -0.43730287 0 -1.6372392 0.012364928 -1.6078115 0.19613966 -1.6084006 0.15226541 1.2043673 1.1918774 1.1863067 0.14319734 0.67804031
11.72 -0.4827846 0 -1.6827122 0.013177965 -1.6576807 0.17615737 -1.6491796 0.13547634 1.2043673 1.1930063 1.1796748 0.12726037 0.67500723
11.76 -0.52772995 0 -1.7276467 0.014132401 -1.7063522 0.15845515 -1.6892883 0.12227117 1.2043673 1.1941379 1.173502 0.11529319 0.67194366
11.8 -0.57208898 0 -1.7719921 0.015249583 -1.753875 0.14287616 -1.7289496 0.11225951 1.2043673 1.1952436 1.167904 0.10679027 0.66895969
11.84 -0.61581242 0 -1.8156982 0.016555201 -1.8002834 0.12927372 -1.7683373 0.10505561 1.2043673 1.1963025 1.1629877 0.10113629 0.66620722
11.88 -0.65885169 0 -1.8587155 0.018080144 -1.8455991 0.11751432 -1.8075827 0.10028599 1.2043673 1.1973005 1.1588485 0.097654477 0.66384925
11.92 -0.70115896 0 -1.9009946 0.019861545 -1.8898338 0.10748014 -1.8467786 0.097595598 1.2043673 1.198229 1.1555665 0.095678743 0.66203945
11.96 -0.74268725 0 -1.9424866 0.021944054 -1.9329899 0.099071115 -1.8859807 0.096653418 1.2043673 1.1990838 1.1532017 0.094616766 0.6609093
12 -0.7833904 0 -1.9831427 0.024381385 -1.9750623 0.092206853 -1.9252098 0.097158186 1.2043673 1.1998639 1.1517911 0.093983096 0.66056055
12.04 -0.8232232 0 -2.022914 0.027238199 -2.0160394 0.086828532 -1.9644532 0.098844074 1.2043673 1.2005708 1.1513461 0.093402837 0.66106115
12.08 -0.86214139 0 -2.0617514 0.030592384 -2.0559035 0.082900965 -2.0036674 0.10148618 1.2043673 1.2012076 1.151853 0.092597888 0.66244338
12.12 -0.90010173 0 -2.0996046 0.034537808 -2.0946313 0.080414961 -2.042781 0.10490566 1.2043673 1.2017787 1.1532741 0.09136735 0.66470371
12.16 -0.93706206 0 -2.136422 0.039187638 -2.1321938 0.07939013 -2.0816974 0.10897445 1.2043673 1.2022891 1.1555504 0.089568821 0.6678041
12.2 -0.9729813 0 -2.1721493 0.044678323 -2.1685562 0.079878279 -2.1202987 0.11361962 1.2043673 1.2027441 1.158605 0.087103123 0.67167446
12.24 -1.0078196 0 -2.2067279 0.051174325 -2.2036765 0.081967523 -2.1584481 0.11882762 1.2043673 1.2031493 1.1623472 0.083902703 0.67621614
12.28 -1.0415381 0 -2.240093 0.05887371 -2.2375041 0.08578723 -2.1959928 0.12464853 1.2043673 1.20351 1.1666759 0.079923056 0.6813064
12.32 -1.0740995 0 -2.2721705 0.068014662 -2.2699769 0.091513909 -2.2327656 0.13120074 1.2043673 1.2038314 1.1714836 0.075136439 0.68680354
12.36 -1.1054676 0 -2.302872 0.078882948 -2.3010173 0.099378051 -2.2685854 0.13867615 1.2043673 1.2041186 1.1766597 0.069527404 0.69255302
12.4 -1.1356074 0 -2.3320894 0.091820255 -2.3305261 0.10967189 -2.3032563 0.14734628 1.2043673 1.2043761 1.1820934 0.06309016 0.69839479
12.44 -1.1644857 0 -2.3596848 0.10723316 -2.3583736 0.12275785 -2.336565 0.15756934 1.2043673 1.2046083 1.1876767 0.055828731 0.70417212
12.48 -1.1920701 0 -2.3854787 0.12560222 -2.3843927 0.13906838 -2.368275 0.16979815 1.2043673 1.204823 1.1933074 0.047763008 0.70974205
12.52 -1.2183302 0 -2.4092318 0.14749019 -2.4084923 0.15887192 -2.3981259 0.18457364 1.2043673 1.205129 1.1989009 0.038937322 0.71498984
12.56 -1.2432367 0 -2.4306208 0.17354769 -2.4306812 0.18218959 -2.4258643 0.20244549 1.2043673 1.2057417 1.2044242 0.029404011 0.71995499
12.6 -1.2667619 0 -2.4492061 0.20451361 -2.4509384 0.20900988 -2.4512856 0.22386009 1.2043673 1.2068727 1.2099267 0.019485156 0.72490158
12.64 -1.2888797 0 -2.464388 0.24120601 -2.4692057 0.23929984 -2.4742442 0.24910947 1.2043673 1.20872 1.2155411 0.012644123 0.73023954
12.68 -1.3095656 0 -2.4753535 0.28449741 -2.4853881 0.27300306 -2.494635 0.27833829 1.2043673 1.2114653 1.2214605 0.020335315 0.73638772
12.72 -1.3287966 0 -2.4810105 0.33526572 -2.4993557 0.31003635 -2.5123651 0.31157482 1.2043673 1.2152692 1.2279077 0.039433109 0.74369451
12.76 -1.3465513 0 -2.4799177 0.39431006 -2.5109454 0.35028485 -2.5273284 0.34876356 1.2043673 1.2202669 1.2351064 0.065891331 0.75244863
12.8 -1.3628099 0 -2.4702183 0.46221912 -2.5199642 0.39359564 -2.5393861 0.38978857 1.2043673 1.226561 1.2432581 0.10029696 0.76290242
12.84 -1.3775544 0 -2.4496006 0.53918175 -2.5261933 0.43977014 -2.5483583 0.43448336 1.2043673 1.2342155 1.2525262 0.14406086 0.77528942
12.88 -1.3907685 0 -2.4153186 0.62473758 -2.5293963 0.48855599 -2.5540236 0.4826292 1.2043673 1.2432497 1.2630248 0.19869878 0.78982947
12.92 -1.4024374 0 -2.364319 0.71748428 -2.5293295 0.53963941 -2.5561269 0.533946 1.2043673 1.2536336 1.2748107 0.26557648 0.80672016
12.96 -1.4125482 0 -2.2935241 0.81478922 -2.5257574 0.59263994 -2.5543916 0.58808003 1.2043673 1.2652861 1.2878772 0.34569941 0.82611494
13 -1.4210896 0 -2.2003017 0.91259442 -2.5184708 0.64710936 -2.548538 0.64459231 1.2043673 1.2780766 1.302149 0.43949439 0.84808922
13.04 -1.4280522 0 -2.083104 1.0054388 -2.5073074 0.70253716 -2.5383053 0.70295092 1.2043673 1.2918303 1.3174801 0.54659765 0.87259799
13.08 -1.4334282 0 -1.9421679 1.0868228 -2.492171 0.758364 -2.523498 0.76252598 1.2043673 1.3063382 1.3336748 0.66571145 0.89298665
13.12 -1.4372117 0 -1.780077 1.1499754 -2.4730464 0.81400329 -2.504006 0.82260477 1.2043673 1.3213684 1.350487 0.79454121 0.90906028
13.16 -1.4393984 0 -1.6019348 1.1889415 -2.4500047 0.8688689 -2.4797674 0.88241843 1.2043673 1.3366787 1.3675729 0.92983208 0.92544751
13.2 -1.4399859 0 -1.4149624 1.1997391 -2.4231974 0.92240519 -2.450831 0.94115954 1.2043673 1.3520282 1.38455 1.0676694 0.94140738
13.24 -1.4389736 0 -1.2275198 1.1812228 -2.3928382 0.97411428 -2.4173823 0.99802635 1.2043673 1.3671844 1.4010382 1.2038918 0.95612059
13.28 -1.4363626 0 -1.0477875 1.1353455 -2.3591754 1.0235759 -2.3797334 1.0522718 1.2043673 1.3819265 1.4166799 1.3345392 0.96887817
13.32 -1.4321557 0 -0.88250435 1.0667162 -2.3224598 1.0704575 -2.3382935 1.1032454 1.2043673 1.3960455 1.4311516 1.4562498 0.97920567
13.36 -1.4263578 0 -0.73612765 0.98162233 -2.2829155 1.1145133 -2.2935282 1.150424 1.2043673 1.4093427 1.4441727 1.5665226 0.98689837
13.4 -1.4189751 0 -0.61059344 0.88685913 -2.2407186 1.1555763 -2.2459148 1.1934284 1.2043673 1.4216287 1.4555089 1.6638091 0.9919653
13.44 -1.4100159 0 -0.50561628 0.78870861 -2.1959875 1.1935449 -2.1958961 1.2320259 1.2043673 1.432726 1.4649733 1.7474486 0.99451638
13.48 -1.3994902 0 -0.41931169 0.69227886 -2.1487874 1.2283665 -2.1438442 1.2661185 1.2043673 1.4424727 1.4724228 1.8175005 0.9946515
13.52 -1.3874097 0 -0.34889621 0.60124017 -2.0991426 1.2600221 -2.0900369 1.2957221 1.2043673 1.4507277 1.4777545 1.8745364 0.99240233
13.56 -1.3737877 0 -0.29128742 0.51787364 -2.0470534 1.2885115 -2.034653 1.3209403 1.2043673 1.4573725 1.4809034 1.9194426 0.98774308
13.6 -1.3586395 0 -0.24352359 0.44330192 -1.992511 1.3138415 -1.9777818 1.3419373 1.2043673 1.462311 1.4818396 1.9532614 0.98064672
13.64 -1.3419817 0 -0.20300063 0.37778566 -1.9355079 1.336018 -1.9194437 1.3589135 1.2043673 1.465467 1.4805672 1.9770778 0.97114537
13.68 -1.3238331 0 -0.16756584 0.32100791 -1.8760433 1.3550415 -1.8596133 1.3720862 1.2043673 1.4667806 1.4771213 1.9919474 0.95936244
13.72 -1.3042136 0 -0.1355185 0.27230813 -1.8141256 1.3709055 -1.7982408 1.3816746 1.2043673 1.4662059 1.4715641 1.9988545 0.94550843
13.76 -1.2831452 0 -0.10556048 0.23085561 -1.7497719 1.3835969 -1.7352666 1.3878898 1.2043673 1.4637093 1.4639797 1.9986907 0.9298511
13.8 -1.2606511 0 -0.076727503 0.19576731 -1.6830069 1.3930969 -1.6706302 1.3909283 1.2043673 1.4592683 1.4544683 1.9922453 0.91267786
13.84 -1.2367565 0 -0.048319008 0.1661816 -1.6138621 1.3993817 -1.604273 1.3909671 1.2043673 1.4528715 1.4431404 1.9802035 0.89426371
13.88 -1.2114878 0 -0.019835874 0.14129977 -1.5423744 1.4024247 -1.5361377 1.3881612 1.2043673 1.4445194 1.4301116 1.9631483 0.87485095
13.92 -1.1848732 0 0.0090708744 0.12040599 -1.4685849 1.4021964 -1.4661669 1.3826406 1.2043673 1.4342246 1.415498 1.9415658 0.85464067
