t x y z hx hy rx ry rz dx dy rzrel acc
8 1.3354095 0.53877777 -1.4695762e-16 -0.37415123 0.9273677 0.88642802 1.651619 1.3975271 -0.44898148 1.1128412 -2.220446e-16 1.3017082
8.05 1.3118079 0.59393611 0.022699525 -0.41245563 0.91097769 0.81686111 1.6871093 1.4202266 -0.49494676 1.0931732 0.022699525 2.3999838
8.1 1.2859291 0.64806347 0.04045085 -0.45004407 0.89300634 0.74587625 1.7196711 1.4379779 -0.54005289 1.0716076 0.04045085 3.8216039
8.15 1.2578182 0.70106587 0.049384417 -0.4868513 0.87348487 0.67359665 1.7492477 1.4469115 -0.58422156 1.0481818 0.049384417 4.5756734
8.2 1.2275239 0.75285132 0.047552826 -0.52281342 0.85244714 0.60014778 1.7757879 1.4450799 -0.6273761 1.0229366 0.047552826 4.4199455
8.25 1.1950987 0.80332993 0.035355339 -0.55786801 0.82992969 0.52565714 1.7992456 1.4328824 -0.66944161 0.99591562 0.035355339 3.3995542
8.3 1.1605991 0.85241407 0.01545085 -0.59195422 0.80597159 0.45025403 1.81958 1.4129779 -0.71034506 0.96716591 0.01545085 1.8915652
8.35 1.1240848 0.90001854 -0.0078217233 -0.62501287 0.78061444 0.37406935 1.8367559 1.3897053 -0.75001545 0.93673733 -0.0078217233 1.475517
8.4 1.0856192 0.9460607 -0.029389263 -0.6569866 0.75390225 0.29723533 1.8507434 1.3681378 -0.78838392 0.90468271 -0.029389263 2.9170672
8.45 1.0452692 0.99046064 -0.044550326 -0.68781989 0.7258814 0.21988535 1.8615183 1.3529767 -0.82538386 0.87105768 -0.044550326 4.1658151
8.5 1.0031047 1.0331413 -0.05 -0.71745921 0.69660051 0.14215368 1.8690619 1.3475271 -0.86095106 0.83592062 -0.05 4.6281198
8.55 0.95919902 1.0740285 -0.044550326 -0.74585313 0.66611043 0.064175258 1.873361 1.3529767 -0.89502376 0.79933251 -0.044550326 4.1658151
