t x y z hx hy rx ry rz dx dy rzrel acc
4.8 -1.0897956 0 0 -0.99813956 0.060970637 -2.2875631 0.073164764 1.3975271 -1.1977675 0.073164764 0 1.4762688
4.85 -1.128057 0 0 -0.9972884 0.073592501 -2.3248031 0.088311001 1.3975271 -1.1967461 0.088311001 0 1.7749086
4.9 -1.1643603 0 0 -0.99600488 0.089298805 -2.3595661 0.10715857 1.3975271 -1.1952059 0.10715857 0 2.1568728
4.95 -1.1986423 0 0 -0.9940575 0.10885629 -2.3915113 0.13062755 1.3975271 -1.192869 0.13062755 0 2.6400862
5 -1.2308438 0 0 -0.9910894 0.13319838 -2.420151 0.15983806 1.3975271 -1.1893073 0.15983806 0 3.2434549
5.05 -1.2609086 0 0 -0.98655368 0.16343759 -2.444773 0.19612511 1.3975271 -1.1838644 0.19612511 0 3.9855913
5.1 -1.2887847 0 0 -0.97962045 0.20085762 -2.4643292 0.24102914 1.3975271 -1.1755445 0.24102914 0 4.8827261
5.15 -1.3144236 0 0 -0.96904976 0.24686548 -2.4772833 0.29623858 1.3975271 -1.1628597 0.29623858 0 5.9458063
5.2 -1.3377809 0 0 -0.95303089 0.30287311 -2.4814179 0.36344774 1.3975271 -1.1436371 0.36344774 0 7.1771564
5.25 -1.358816 0 0 -0.92900522 0.37006663 -2.4736222 0.44407995 1.3975271 -1.1148063 0.44407995 0 8.5675542
5.3 -1.3774923 0 0 -0.89352324 0.44901695 -2.4497202 0.53882033 1.3975271 -1.0722279 0.53882033 0 10.094709
5.35 -1.3937775 0 0 -0.8422392 0.53910401 -2.4044646 0.64692481 1.3975271 -1.010687 0.64692481 0 11.723072
5.4 -1.4076434 0 0 -0.7702067 0.63779435 -2.3318914 0.76535322 1.3975271 -0.92424804 0.76535322 0 13.402109
5.45 -1.4190657 0 0 -0.67266142 0.73995041 -2.2262594 0.88794049 1.3975271 -0.80719371 0.88794049 0 15.057693
5.5 -1.4280248 0 0 -0.54637757 0.83753899 -2.0836779 1.0050468 1.3975271 -0.65565308 1.0050468 0 16.575427
5.55 -1.434505 0 0 -0.39138748 0.92022597 -1.90417 1.1042712 1.3975271 -0.46966497 1.1042712 0 17.789669
5.6 -1.4384951 0 0 -0.21241575 0.97717938 -1.693394 1.1726153 1.3975271 -0.2548989 1.1726153 0 18.505263
5.65 -1.4399882 0 0 -0.019109628 0.99981739 -1.4629197 1.1997809 1.3975271 -0.022931553 1.1997809 0 18.564468
5.7 -1.4389816 0 0 0.17553399 0.98447337 -1.2283408 1.181368 1.3975271 0.21064079 1.181368 0 17.928178
5.75 -1.4354772 0 0 0.35819067 0.93364846 -1.0056484 1.1203781 1.3975271 0.42982881 1.1203781 0 16.711173
5.8 -1.429481 0 0 0.51838043 0.85515012 -0.80742449 1.0261801 1.3975271 0.62205652 1.0261801 0 15.136645
5.85 -1.4210034 0 0 0.6503861 0.7596038 -0.64054011 0.91152456 1.3975271 0.78046331 0.91152456 0 13.438316
5.9 -1.4100592 0 0 0.75334986 0.65761995 -0.50603936 0.78914394 1.3975271 0.90401983 0.78914394 0 11.778604
5.95 -1.3966673 0 0 0.83000101 0.55776189 -0.40066607 0.66931426 1.3975271 0.99600121 0.66931426 0 10.229621
6 -1.380851 0 0 0.88492755 0.46572871 -0.3189379 0.55887446 1.3975271 1.0619131 0.55887446 0 8.8058143
6.05 -1.3626377 0 0 0.92311966 0.38451279 -0.25489407 0.46141535 1.3975271 1.1077436 0.46141535 0 7.5046229
6.1 -1.342059 0 0 0.94907593 0.31504742 -0.20316791 0.3780569 1.3975271 1.1388911 0.3780569 0 6.3270482
6.15 -1.3191508 0 0 0.96642667 0.2569426 -0.15943877 0.30833112 1.3975271 1.159712 0.30833112 0 5.2790204
6.2 -1.2939526 0 0 0.97789516 0.2090958 -0.12047845 0.25091496 1.3975271 1.1734742 0.25091496 0 4.3657693
6.25 -1.2665084 0 0 0.98542393 0.17011664 -0.083999676 0.20413997 1.3975271 1.1825087 0.20413997 0 3.5874615
6.3 -1.2368657 0 0 0.99035054 0.13858502 -0.048445022 0.16630202 1.3975271 1.1884206 0.16630202 0 2.9381211
