payload gross spl ear tag
1.362 4.4085569 62.396379 65.190195 {21.5 in monitor panel}
2.062 6.2291744 66.900679 69.694495 {24 in monitor panel}
1.317 4.1419835 61.650387 64.444202 {13.3 in ultrabook}
1.827 5.4783681 65.045116 67.838932 {15.6 in laptop whole}
